reference_date,target,target_end_date,location,output_type,output_type_id,value,horizon
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.4,0.08775098351563371,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.45,0.39081951073031423,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.5,0.6775085646425205,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.55,0.962544286431369,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.6,1.2877316816821252,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.65,1.5478606449570134,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.7,1.8655209122375072,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.75,2.183732151233564,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.8,2.563447120731865,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.85,2.9906043280631316,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.9,3.5772907887415024,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.95,4.441241289997007,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.975,5.27644344071625,0
2023-10-21,wk inc flu hosp,2023-10-21,02,quantile,0.99,6.340631686918474,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.5,1.2107706086347036,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.55,2.948758366780049,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.6,4.6281573560881215,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.65,6.621672852559952,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.7,8.519202091544239,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.75,10.654773536926236,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.8,13.162088573527612,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.85,15.820691464360658,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.9,19.555567069422004,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.95,24.549309250233257,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.975,29.571818355056227,0
2023-10-21,wk inc flu hosp,2023-10-21,04,quantile,0.99,34.74410527793481,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.5,0.8453160099972062,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.55,1.994112601647719,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.6,3.207742384446588,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.65,4.3175672413384465,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.7,5.352997970546985,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.75,6.590537491580598,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.8,7.989391741942092,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.85,9.651078829980284,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.9,11.611550037842322,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.95,14.686170250484995,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.975,17.192714410516647,0
2023-10-21,wk inc flu hosp,2023-10-21,05,quantile,0.99,19.867257252990015,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.5,1.6726435520336798,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.55,6.155672231790089,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.6,10.67315578898773,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.65,15.480890627080507,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.7,20.05488012925354,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.75,25.425539272002467,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.8,31.739623423532972,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.85,39.622527598592214,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.9,48.04047539549558,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.95,60.16033168551812,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.975,71.57707174623704,0
2023-10-21,wk inc flu hosp,2023-10-21,06,quantile,0.99,85.90614508108376,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.5,0.38423363034896874,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.55,1.5959391202328252,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.6,2.602038866597808,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.65,3.7861699512154985,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.7,5.041716936761635,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.75,6.446635639409481,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.8,8.272611055355867,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.85,10.23213008501379,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.9,12.382097667436934,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.95,15.627676128895862,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.975,18.23776726798155,0
2023-10-21,wk inc flu hosp,2023-10-21,08,quantile,0.99,21.89263129034948,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.5,0.6266215963359392,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.55,1.5883518061752768,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.6,2.672235648646272,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.65,3.7929892581134528,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.7,4.938144064348617,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.75,6.110628172646013,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.8,7.405435366282459,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.85,8.801979540100461,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.9,10.86568064136926,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.95,13.858067578952344,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.975,16.391244462733102,0
2023-10-21,wk inc flu hosp,2023-10-21,09,quantile,0.99,19.193474592430707,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.5,0.22385049501625748,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.55,0.5237601429748135,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.6,0.8369486203283317,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.65,1.15049572373789,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.7,1.444318468430184,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.75,1.7751155302795247,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.8,2.188331713985489,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.85,2.6714481036761626,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.9,3.2532382830647815,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.95,4.057295876234262,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.975,4.771125149039134,0
2023-10-21,wk inc flu hosp,2023-10-21,10,quantile,0.99,5.51759317997615,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.5,0.1708643840407914,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.55,0.4100700837051573,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.6,0.6321948028955416,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.65,0.9175654682776896,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.7,1.1865957025229548,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.75,1.5180055199421052,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.8,1.831127646928976,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.85,2.2108576310464896,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.9,2.7018900420863456,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.95,3.5507668820639333,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.975,4.220078079440393,0
2023-10-21,wk inc flu hosp,2023-10-21,11,quantile,0.99,4.851765621031994,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.4,0.769731149608768,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.45,4.598502006645899,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.5,8.516528241920392,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.55,12.07400546702111,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.6,16.189121283767005,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.65,19.463684957270846,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.7,23.622125142962783,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.75,28.454196428121136,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.8,33.17808336860648,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.85,38.76841841864043,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.9,46.622765214617296,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.95,57.282963098168416,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.975,66.92743565137049,0
2023-10-21,wk inc flu hosp,2023-10-21,12,quantile,0.99,77.71320565207849,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.3,1.285964634190608,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.35,2.507395652084827,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.4,3.644634956611552,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.45,4.694942092872397,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.5,5.832415465822303,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.55,7.020932801824596,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.6,8.104697229291647,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.65,9.3263783054962,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.7,10.564830574979874,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.75,11.81954221019918,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.8,13.4716716569341,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.85,15.209258422357824,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.9,17.373689964368555,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.95,20.730211855759876,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.975,23.30707629908357,0
2023-10-21,wk inc flu hosp,2023-10-21,13,quantile,0.99,26.263223854840284,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.4,0.2518588602153955,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.45,0.5329805868661855,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.5,0.7769693771459786,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.55,1.033922450603796,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.6,1.3093515341499806,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.65,1.590927064054204,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.7,1.854247633116433,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.75,2.177588757754897,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.8,2.523535052198053,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.85,2.946585440805479,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.9,3.4572453524607205,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.95,4.20147418174732,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.975,4.9637195374121434,0
2023-10-21,wk inc flu hosp,2023-10-21,15,quantile,0.99,5.676393411768438,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.5,0.24036322367956783,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.55,0.7832004501027291,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.6,1.3267550650649391,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.65,1.9293127008194473,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.7,2.5612330565432506,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.75,3.180966028231494,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.8,3.9547272006398217,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.85,4.80969254327886,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.9,5.9159821407726625,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.95,7.651309604568646,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.975,8.94592429129999,0
2023-10-21,wk inc flu hosp,2023-10-21,16,quantile,0.99,10.78238341698724,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.5,2.6868407128520646,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.55,7.330463988211242,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.6,12.660756535800742,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.65,18.398470929898014,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.7,23.506977400777608,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.75,29.72416145708158,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.8,37.72509232433732,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.85,46.26784699280017,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.9,56.49500514462814,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.95,74.92294030533431,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.975,91.02264404390026,0
2023-10-21,wk inc flu hosp,2023-10-21,17,quantile,0.99,112.2770556116334,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.01,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.025,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.05,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.1,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.15,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.2,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.25,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.3,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.35,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.4,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.45,0,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.5,0.929724908786972,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.55,2.704208902087453,0
2023-10-21,wk inc flu hosp,2023-10-21,18,quantile,0.6,4.22009486150762,0
